locus_tag,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Xiphophorus_maculatus.X_maculatus.5.0.male.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Oryzias_melastigma.Om_v0.7.RACA.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Lepisosteus_oculatus.LepOcu1.pep.all.vs.Indian.medaka.pep.all.txt.RBH,Danio_rerio.GRCz11.pep.all.vs.Indian.medaka.pep.all.txt.RBH,geneID,diffexpressed,Entrenz_id,Species,gene_name,gene
FQA47_025487,328.1164497,-0.440981726,0.175201702,-2.516994533,0.011836067,0.327974914,ENSXMAG00000008537,ENSOMEG00000022038,ENSLOCG00000011441,ENSDARG00000057414,ENSOMEG00000022038,DOWN,112146338,Oryzias melastigma,prohibitin(phb),phb
FQA47_015967,374.6066394,-0.608192289,0.224295921,-2.711561973,0.006696702,0.247913304,ENSXMAG00000019190,ENSOMEG00000023016,ENSLOCG00000015499,ENSDARG00000041951,ENSOMEG00000023016,DOWN,112152070,Oryzias melastigma,selenoprotein O1(selenoo1),selenoo1
FQA47_018086,391.1050993,0.353517656,0.16772102,2.107771923,0.035050723,0.523349058,ENSXMAG00000007712,ENSOMEG00000004963,ENSLOCG00000012713,ENSDARG00000078761,ENSOMEG00000004963,UP,112140817,Oryzias melastigma,regulator of microtubule dynamics protein 2(LOC112140817),LOC112140817
FQA47_011083,374.2048839,-0.570018402,0.219359754,-2.598555074,0.009361703,0.295318107,ENSXMAG00000029906,ENSOMEG00000022506,ENSLOCG00000006166,ENSDARG00000005456,ENSOMEG00000022506,DOWN,112161089,Oryzias melastigma,katanin p80 (WD repeat containing) subunit B 1(katnb1),katnb1
FQA47_022858,974.6989678,0.218834509,0.103880855,2.106591338,0.035153018,0.524486337,ENSXMAG00000007830,ENSOMEG00000016767,ENSLOCG00000011429,ENSDARG00000061437,ENSOMEG00000016767,UP,112161589,Oryzias melastigma,inositol polyphosphate-5-phosphatase F(inpp5f),inpp5f
FQA47_000649,401.8010513,-0.53605976,0.156116513,-3.433715934,0.000595368,0.063149872,ENSXMAG00000027993,ENSOMEG00000005297,ENSLOCG00000000772,ENSDARG00000022315,ENSOMEG00000005297,DOWN,112162981,Oryzias melastigma,ATPase H+ transporting V1 subunit G1(atp6v1g1),atp6v1g1
FQA47_010845,259.3611983,-0.798209492,0.259982623,-3.070241708,0.002138856,0.129500913,ENSXMAG00000013827,ENSOMEG00000021458,ENSLOCG00000004940,ENSDARG00000028027,ENSOMEG00000021458,DOWN,112144332,Oryzias melastigma,tripartite motif containing 55a(trim55a),trim55a
FQA47_025595,443.8688854,-0.360041273,0.145087602,-2.481544032,0.013081455,0.342464393,ENSXMAG00000023299,ENSOMEG00000001083,ENSLOCG00000011890,ENSDARG00000070214,ENSOMEG00000001083,DOWN,112144791,Oryzias melastigma,solute carrier family 41 member 1(slc41a1),slc41a1
FQA47_004767,329.7118865,-0.508628664,0.219902665,-2.312971801,0.02072419,0.423802753,ENSXMAG00000025416,ENSOMEG00000006323,ENSLOCG00000006652,ENSDARG00000001788,ENSOMEG00000006323,DOWN,112153605,Oryzias melastigma,ATP synthase peripheral stalk subunit OSCP(atp5po),atp5po
FQA47_011311,373.6600439,-0.486228868,0.164487873,-2.956016501,0.003116404,0.165214964,ENSXMAG00000006101,ENSOMEG00000009090,ENSLOCG00000013514,ENSDARG00000020820,ENSOMEG00000009090,DOWN,112157100,Oryzias melastigma,signal recognition particle 68(srp68),srp68
FQA47_019903,265.171522,-0.462007254,0.217625845,-2.122942954,0.033758632,0.515271042,ENSXMAG00000018659,ENSOMEG00000004756,ENSLOCG00000002086,ENSDARG00000077114,ENSOMEG00000004756,DOWN,112159575,Oryzias melastigma,Rho guanine nucleotide exchange factor (GEF) 16(arhgef16),arhgef16
FQA47_018255,388.2804665,-0.439990758,0.188979555,-2.328245293,0.019899082,0.4155939,ENSXMAG00000005681,ENSOMEG00000011564,ENSLOCG00000015013,ENSDARG00000073743,ENSOMEG00000011564,DOWN,112157432,Oryzias melastigma,mitoferrin-2(LOC112157432),LOC112157432
FQA47_013577,383.6380243,-0.46786936,0.125430613,-3.730105022,0.0001914,0.03135749,ENSXMAG00000010958,ENSOMEG00000019613,ENSLOCG00000001499,ENSDARG00000015918,ENSOMEG00000019613,DOWN,112142745,Oryzias melastigma,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)(dlat),dlat
FQA47_005641,130.885196,0.42395372,0.201354703,2.105506913,0.035247206,0.525274386,ENSXMAG00000001226,ENSOMEG00000011547,ENSLOCG00000013670,ENSDARG00000079679,ENSOMEG00000011547,UP,112146737,Oryzias melastigma,centrosomal protein 112(cep112),cep112
FQA47_002207,350.3083109,-0.434052778,0.189578471,-2.289567881,0.022046379,0.433510439,ENSXMAG00000025977,ENSOMEG00000003080,ENSLOCG00000003163,ENSDARG00000101560,ENSOMEG00000003080,DOWN,112152783,Oryzias melastigma,proteasome 20S subunit alpha 1(psma1),psma1
FQA47_000951,288.2331778,-0.61054685,0.274665205,-2.222876572,0.026224124,0.466341319,ENSXMAG00000008780,ENSOMEG00000023423,ENSLOCG00000010544,ENSDARG00000068683,ENSOMEG00000023423,DOWN,112155352,Oryzias melastigma,charged multivesicular body protein 2Ba(chmp2ba),chmp2ba
FQA47_003263,343.1017288,-0.379851693,0.162091507,-2.343439826,0.019106844,0.408073337,ENSXMAG00000019092,ENSOMEG00000000468,ENSLOCG00000010665,ENSDARG00000043732,ENSOMEG00000000468,DOWN,112162725,Oryzias melastigma,COP9 constitutive photomorphogenic homolog subunit 4 (Arabidopsis)(cops4),cops4
FQA47_020108,384.0736104,-0.459393978,0.170958358,-2.687168873,0.007206051,0.258826677,ENSXMAG00000015595,ENSOMEG00000023715,ENSLOCG00000012373,ENSDARG00000054530,ENSOMEG00000023715,DOWN,112139568,Oryzias melastigma,arginyl-tRNA synthetase 1(rars1),rars1
FQA47_003532,403.311329,-0.492724053,0.192969472,-2.553378251,0.010668357,0.314705006,ENSXMAG00000014575,ENSOMEG00000022805,ENSLOCG00000014066,ENSDARG00000060320,ENSOMEG00000022805,DOWN,112148241,Oryzias melastigma,ddb1 and cul4 associated factor 5(dcaf5),dcaf5
FQA47_023652,359.3255337,-1.055406961,0.324128261,-3.25613989,0.001129381,0.091627793,ENSXMAG00000003617,ENSOMEG00000012913,ENSLOCG00000002927,ENSDARG00000016160,ENSOMEG00000012913,DOWN,112160277,Oryzias melastigma,guanosine monophosphate reductase(gmpr),gmpr
FQA47_005150,347.5796453,-0.535207821,0.163190124,-3.279658163,0.001039329,0.088809672,ENSXMAG00000016449,ENSOMEG00000016387,ENSLOCG00000007426,ENSDARG00000036076,ENSOMEG00000016387,DOWN,112160722,Oryzias melastigma,HEAT repeat containing 3(heatr3),heatr3
FQA47_007862,343.2710773,-0.378483638,0.174898337,-2.164020799,0.030462753,0.493346142,ENSXMAG00000003102,ENSOMEG00000023068,ENSLOCG00000014711,ENSDARG00000101631,ENSOMEG00000023068,DOWN,112151851,Oryzias melastigma,electron transfer flavoprotein subunit alpha(etfa),etfa
FQA47_010141,284.0883733,0.332832752,0.15809555,2.105263259,0.035268398,0.525281941,ENSXMAG00000023472,ENSOMEG00000006607,ENSLOCG00000001749,ENSDARG00000094010,ENSOMEG00000006607,UP,112150664,Oryzias melastigma,SWT1 RNA endoribonuclease homolog(swt1),swt1
FQA47_007771,342.8933145,-0.608087176,0.158640411,-3.83311649,0.00012653,0.024546256,ENSXMAG00000018392,ENSOMEG00000018173,ENSLOCG00000004540,ENSDARG00000068187,ENSOMEG00000018173,DOWN,112161100,Oryzias melastigma,"SPG7 matrix AAA peptidase subunit, paraplegin(spg7)",spg7
FQA47_021507,261.3632062,-0.980423675,0.228931379,-4.282609403,1.85E-05,0.007689564,ENSXMAG00000019692,ENSOMEG00000022643,ENSLOCG00000018358,ENSDARG00000042725,ENSOMEG00000022643,DOWN,112160306,Oryzias melastigma,CCAAT enhancer binding protein alpha(cebpa),cebpa
FQA47_005773,334.0208564,-0.423758384,0.207011344,-2.047029768,0.040655162,0.553781218,ENSXMAG00000006884,ENSOMEG00000014335,ENSLOCG00000006372,ENSDARG00000069048,ENSOMEG00000014335,DOWN,112142852,Oryzias melastigma,"serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1(serpinf1)",serpinf1
FQA47_006712,406.0627491,-0.392042604,0.120937452,-3.24169725,0.001188202,0.093961545,ENSXMAG00000002176,ENSOMEG00000014353,ENSLOCG00000008102,ENSDARG00000038834,ENSOMEG00000014353,DOWN,112139732,Oryzias melastigma,electron transfer flavoprotein dehydrogenase(etfdh),etfdh
FQA47_020171,503.1792561,0.361884048,0.172508547,2.097774597,0.035925062,0.530395938,ENSXMAG00000019946,ENSOMEG00000000673,ENSLOCG00000010353,ENSDARG00000056101,ENSOMEG00000000673,UP,112145226,Oryzias melastigma,potassium voltage-gated channel subfamily D member 3(LOC112145226),LOC112145226
FQA47_004363,389.2383983,-0.527695498,0.225901721,-2.335951647,0.019493762,0.411869356,ENSXMAG00000018902,ENSOMEG00000020795,ENSLOCG00000011061,ENSDARG00000006712,ENSOMEG00000020795,DOWN,112139408,Oryzias melastigma,UTP18 small subunit processome component(utp18),utp18
FQA47_024349,354.3584668,-0.416110962,0.180661106,-2.303268103,0.021263763,0.429055008,ENSXMAG00000000533,ENSOMEG00000020081,ENSLOCG00000009325,ENSDARG00000077388,ENSOMEG00000020081,DOWN,112155502,Oryzias melastigma,obscurin like cytoskeletal adaptor 1b(obsl1b),obsl1b
FQA47_024905,371.9171279,-0.526923279,0.21278899,-2.476271352,0.013276263,0.346849206,ENSXMAG00000002501,ENSOMEG00000004418,ENSLOCG00000012507,ENSDARG00000010658,ENSOMEG00000004418,DOWN,112151110,Oryzias melastigma,insulin induced gene 1(insig1),insig1
FQA47_020471,386.2625751,-0.311612418,0.127758281,-2.43907804,0.014724788,0.365345838,ENSXMAG00000028542,ENSOMEG00000007981,ENSLOCG00000012813,ENSDARG00000062055,ENSOMEG00000007981,DOWN,112137376,Oryzias melastigma,ring finger protein 38(rnf38),rnf38
FQA47_015525,387.7773258,-0.647442964,0.214859491,-3.013331925,0.002583961,0.146140563,ENSXMAG00000009535,ENSOMEG00000020463,ENSLOCG00000015792,ENSDARG00000034326,ENSOMEG00000020463,DOWN,112155648,Oryzias melastigma,"inhibitor of growth family, member 3(ing3)",ing3
FQA47_006445,377.4204197,-0.508520282,0.202580256,-2.510216408,0.012065719,0.329459007,ENSXMAG00000018966,ENSOMEG00000023012,ENSLOCG00000015304,ENSDARG00000098361,ENSOMEG00000023012,DOWN,112163510,Oryzias melastigma,NudC domain containing 3(nudcd3),nudcd3
FQA47_010270,423.9824788,-0.358918326,0.12262514,-2.926955478,0.003422979,0.173868859,ENSXMAG00000015316,ENSOMEG00000011972,ENSLOCG00000012206,ENSDARG00000033440,ENSOMEG00000011972,DOWN,112145276,Oryzias melastigma,methionyl aminopeptidase 1(metap1),metap1
FQA47_024757,389.1736112,-0.330299786,0.147153774,-2.244589303,0.02479451,0.452321688,ENSXMAG00000028131,ENSOMEG00000005715,ENSLOCG00000001923,ENSDARG00000040822,ENSOMEG00000005715,DOWN,112160187,Oryzias melastigma,FUN14 domain containing 1(fundc1),fundc1
FQA47_001143,353.3170944,-0.391177349,0.159603972,-2.450924902,0.014248968,0.359351329,ENSXMAG00000028010,ENSOMEG00000000566,ENSLOCG00000011513,ENSDARG00000052966,ENSOMEG00000000566,DOWN,112146826,Oryzias melastigma,N-myristoyltransferase 1a(nmt1a),nmt1a
FQA47_022729,423.0268865,-0.386886038,0.159984341,-2.418274406,0.015594312,0.376421646,ENSXMAG00000006829,ENSOMEG00000018744,ENSLOCG00000012655,ENSDARG00000029668,ENSOMEG00000018744,DOWN,112147214,Oryzias melastigma,cysteine rich transmembrane BMP regulator 1 (chordin-like)(crim1),crim1
FQA47_004065,421.0406651,-0.752559519,0.230198163,-3.269181245,0.001078592,0.089279755,ENSXMAG00000023822,ENSOMEG00000018641,ENSLOCG00000012048,ENSDARG00000076312,ENSOMEG00000018641,DOWN,112153359,Oryzias melastigma,myotilin(myot),myot
FQA47_011649,162.1005335,0.471432609,0.224809102,2.097035236,0.035990456,0.53105267,ENSXMAG00000019326,ENSOMEG00000021114,ENSLOCG00000005192,ENSDARG00000061665,ENSOMEG00000021114,UP,112147462,Oryzias melastigma,potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2(LOC112147462),LOC112147462
FQA47_024042,32.73348863,0.704544824,0.337597055,2.086940076,0.036893552,0.536583535,ENSXMAG00000022057,ENSOMEG00000004444,ENSLOCG00000003129,ENSDARG00000068557,ENSOMEG00000004444,UP,112150992,Oryzias melastigma,"5-hydroxytryptamine (serotonin) receptor 5A, genome duplicate b(htr5ab)",htr5ab
FQA47_001651,370.3626612,-0.547039499,0.16941196,-3.229048879,0.001242027,0.097345755,ENSXMAG00000010221,ENSOMEG00000015852,ENSLOCG00000011301,ENSDARG00000031044,ENSOMEG00000015852,DOWN,112148276,Oryzias melastigma,"lipase, endothelial(lipg)",lipg
FQA47_010906,215.4371176,0.501881621,0.240818529,2.08406564,0.037154197,0.538216588,ENSXMAG00000023563,ENSOMEG00000004341,ENSLOCG00000014072,ENSDARG00000031796,ENSOMEG00000004341,UP,112149957,Oryzias melastigma,acetylcholinesterase(LOC112149957),LOC112149957
FQA47_010595,421.3583385,-0.409801282,0.146602368,-2.795325114,0.005184755,0.215980102,ENSXMAG00000008603,ENSOMEG00000013808,ENSLOCG00000015723,ENSDARG00000086740,ENSOMEG00000013808,DOWN,112139792,Oryzias melastigma,phytanoyl-CoA 2-hydroxylase(phyh),phyh
FQA47_022359,1529.590637,0.149970467,0.071998138,2.082977019,0.037253318,0.538427126,ENSXMAG00000017524,ENSOMEG00000014322,ENSLOCG00000009230,ENSDARG00000025011,ENSOMEG00000014322,UP,112139687,Oryzias melastigma,synaptojanin 1(synj1),synj1
FQA47_023622,408.9436848,-0.41887077,0.170375567,-2.458514312,0.013951322,0.357136955,ENSXMAG00000016641,ENSOMEG00000008252,ENSLOCG00000013815,ENSDARG00000031795,ENSOMEG00000008252,DOWN,112161330,Oryzias melastigma,"ATP-binding cassette, sub-family F (GCN20), member 1(abcf1)",abcf1
FQA47_015091,416.0898106,-0.602125051,0.236341201,-2.547693964,0.010843755,0.31687724,ENSXMAG00000012391,ENSOMEG00000016559,ENSLOCG00000008384,ENSDARG00000089888,ENSOMEG00000016559,DOWN,112141829,Oryzias melastigma,"diacylglycerol lipase, beta(daglb)",daglb
FQA47_017990,481.0819087,-0.604383806,0.253406161,-2.385039909,0.017077269,0.388083407,ENSXMAG00000019527,ENSOMEG00000017641,ENSLOCG00000018298,ENSDARG00000087188,ENSOMEG00000017641,DOWN,112158702,Oryzias melastigma,"nuclear factor, interleukin 3 regulated, member 6(nfil3-6)",nfil3-6
FQA47_025500,385.4031335,-0.277694134,0.134101784,-2.070771365,0.038380167,0.541297891,ENSXMAG00000023624,ENSOMEG00000004397,ENSLOCG00000016262,ENSDARG00000011246,ENSOMEG00000004397,DOWN,112144714,Oryzias melastigma,KRR1 small subunit processome component homolog(krr1),krr1
FQA47_001054,372.1580024,-0.380430803,0.158612063,-2.398498547,0.016462442,0.384948168,ENSXMAG00000000989,ENSOMEG00000015919,ENSLOCG00000006786,ENSDARG00000015889,ENSOMEG00000015919,DOWN,112138720,Oryzias melastigma,zinc finger CCCH-type containing 15(zc3h15),zc3h15
FQA47_025519,437.0027445,-0.395578557,0.155915714,-2.53713079,0.011176519,0.321059416,ENSXMAG00000008822,ENSOMEG00000004340,ENSLOCG00000013193,ENSDARG00000021346,ENSOMEG00000004340,DOWN,112144778,Oryzias melastigma,pyruvate dehydrogenase E1 subunit beta(pdhb),pdhb
FQA47_010580,333.2789653,-0.741068859,0.162638984,-4.556526624,5.20E-06,0.003386287,ENSXMAG00000018003,ENSOMEG00000017773,ENSLOCG00000003108,ENSDARG00000030789,ENSOMEG00000017773,DOWN,112138018,Oryzias melastigma,DEAD (Asp-Glu-Ala-Asp) box polypeptide 18(ddx18),ddx18
FQA47_024470,403.8867194,-0.670313555,0.152879708,-4.384581604,1.16E-05,0.005786293,ENSXMAG00000025033,ENSOMEG00000004797,ENSLOCG00000014881,ENSDARG00000057299,ENSOMEG00000004797,DOWN,112162919,Oryzias melastigma,polysaccharide biosynthesis domain containing 1(pbdc1),pbdc1
FQA47_021668,439.319489,-0.572303106,0.13835712,-4.136419636,3.53E-05,0.011633975,ENSXMAG00000017239,ENSOMEG00000006094,ENSLOCG00000005357,ENSDARG00000043180,ENSOMEG00000006094,DOWN,112159377,Oryzias melastigma,"glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic(LOC112159377)",LOC112159377
FQA47_014645,446.5041823,-0.34407313,0.134955876,-2.549523147,0.010787035,0.316278803,ENSXMAG00000007048,ENSOMEG00000018475,ENSLOCG00000016780,ENSDARG00000020123,ENSOMEG00000018475,DOWN,112149571,Oryzias melastigma,coenzyme Q8B(coq8b),coq8b
FQA47_006768,332.459082,-0.782969927,0.230680919,-3.394168571,0.000688373,0.068821045,ENSXMAG00000014950,ENSOMEG00000005432,ENSLOCG00000006198,ENSDARG00000007141,ENSOMEG00000005432,DOWN,112160400,Oryzias melastigma,"proteasome 26S subunit, ATPase 3(psmc3)",psmc3
FQA47_005879,201.3379734,0.4301841,0.206559636,2.082614529,0.037286374,0.538427126,ENSXMAG00000002372,ENSOMEG00000020048,ENSLOCG00000013892,ENSDARG00000031763,ENSOMEG00000020048,UP,112152000,Oryzias melastigma,SMAD family member 6b(smad6b),smad6b
FQA47_018527,304.3233226,0.306506829,0.147302056,2.080804833,0.037451774,0.538427126,ENSXMAG00000013582,ENSOMEG00000015169,ENSLOCG00000015266,ENSDARG00000078106,ENSOMEG00000015169,UP,112153433,Oryzias melastigma,OCRL inositol polyphosphate-5-phosphatase(ocrl),ocrl
FQA47_021547,418.9496272,-0.639311804,0.182804907,-3.497235456,0.000470107,0.055519113,ENSXMAG00000003041,ENSOMEG00000020489,ENSLOCG00000001134,ENSDARG00000079651,ENSOMEG00000020489,DOWN,112152459,Oryzias melastigma,AFG3-like AAA ATPase 1(afg3l1),afg3l1
FQA47_014646,367.9444575,-0.453613371,0.170787354,-2.656012639,0.007907065,0.271340555,ENSXMAG00000008280,ENSOMEG00000019009,ENSLOCG00000004136,ENSDARG00000016864,ENSOMEG00000019009,DOWN,112149308,Oryzias melastigma,phenylalanyl-tRNA synthetase subunit beta(farsb),farsb
FQA47_012098,446.1319071,-0.285604084,0.134803345,-2.118672087,0.034118189,0.516943489,ENSXMAG00000016234,ENSOMEG00000019866,ENSLOCG00000008806,ENSDARG00000101239,ENSOMEG00000019866,DOWN,112148954,Oryzias melastigma,hydroxysteroid (17-beta) dehydrogenase 4(hsd17b4),hsd17b4
FQA47_013847,389.7060084,-0.88471975,0.245599303,-3.602289335,0.000315427,0.042380705,ENSXMAG00000019353,ENSOMEG00000022335,ENSLOCG00000013520,ENSDARG00000005749,ENSOMEG00000022335,DOWN,112155596,Oryzias melastigma,cullin-associated and neddylation-dissociated 1(cand1),cand1
FQA47_012206,469.5927044,-0.238983011,0.113715391,-2.101588968,0.035589297,0.528511468,ENSXMAG00000011979,ENSOMEG00000011386,ENSLOCG00000010843,ENSDARG00000011740,ENSOMEG00000011386,DOWN,112143187,Oryzias melastigma,U2 small nuclear RNA auxiliary factor 2a(u2af2a),u2af2a
FQA47_003542,375.6216805,-0.405864271,0.151402693,-2.680693867,0.007346969,0.262035029,ENSXMAG00000018315,ENSOMEG00000020952,ENSLOCG00000009440,ENSDARG00000098367,ENSOMEG00000020952,DOWN,112147386,Oryzias melastigma,signal recognition particle 54(srp54),srp54
FQA47_020480,399.6888986,-0.478122495,0.171093997,-2.794501869,0.005197974,0.215980102,ENSXMAG00000010371,ENSOMEG00000007540,ENSLOCG00000011046,ENSDARG00000042988,ENSOMEG00000007540,DOWN,112137185,Oryzias melastigma,solute carrier family 24 member 2(slc24a2),slc24a2
FQA47_017364,414.4184278,-0.337997512,0.165188756,-2.046129047,0.040743676,0.553781218,ENSXMAG00000014901,ENSOMEG00000011837,ENSLOCG00000005377,ENSDARG00000021082,ENSOMEG00000011837,DOWN,112154372,Oryzias melastigma,"SEC31 homolog B, COPII coat complex component(sec31b)",sec31b
FQA47_009974,418.7075694,-0.409341716,0.151563003,-2.700802358,0.006917243,0.252743123,ENSXMAG00000004520,ENSOMEG00000010215,ENSLOCG00000002737,ENSDARG00000024317,ENSOMEG00000010215,DOWN,112146534,Oryzias melastigma,TNF receptor-associated protein 1(trap1),trap1
FQA47_008674,450.5075797,-0.367926349,0.158900862,-2.315445891,0.020588543,0.422553948,ENSXMAG00000002753,ENSOMEG00000013362,ENSLOCG00000008251,ENSDARG00000041887,ENSOMEG00000013362,DOWN,112148149,Oryzias melastigma,"splicing factor 3a, subunit 1(sf3a1)",sf3a1
FQA47_022837,388.4200875,-0.366739141,0.171173334,-2.142501596,0.03215314,0.504010399,ENSXMAG00000007746,ENSOMEG00000017041,ENSLOCG00000011271,ENSDARG00000068064,ENSOMEG00000017041,DOWN,112161794,Oryzias melastigma,sirtuin 1(sirt1),sirt1
FQA47_010366,471.6276181,-0.508931156,0.190055071,-2.677808872,0.007410549,0.262489723,ENSXMAG00000009943,ENSOMEG00000023363,ENSLOCG00000013438,ENSDARG00000016818,ENSOMEG00000023363,DOWN,112156481,Oryzias melastigma,"ATP-binding cassette, sub-family G (WHITE), member 2a(abcg2a)",abcg2a
FQA47_018940,383.4759085,-0.569270687,0.165808118,-3.433310104,0.00059626,0.063149872,ENSXMAG00000010575,ENSOMEG00000019779,ENSLOCG00000016680,ENSDARG00000007918,ENSOMEG00000019779,DOWN,112140995,Oryzias melastigma,tetratricopeptide repeat domain 27(ttc27),ttc27
FQA47_017557,361.3524091,-0.645760815,0.207533005,-3.111605378,0.001860731,0.121781934,ENSXMAG00000018394,ENSOMEG00000011614,ENSLOCG00000002439,ENSDARG00000016239,ENSOMEG00000011614,DOWN,112141985,Oryzias melastigma,"proteasome 26S subunit, non-ATPase 13(psmd13)",psmd13
FQA47_007150,387.1551892,-0.610311001,0.247795908,-2.462958347,0.013779592,0.353453502,ENSXMAG00000026722,ENSOMEG00000021307,ENSLOCG00000004655,ENSDARG00000103364,ENSOMEG00000021307,DOWN,112159816,Oryzias melastigma,citrate synthase(cs),cs
FQA47_012514,304.7561702,0.431929465,0.207891208,2.077670662,0.037739703,0.539922263,ENSXMAG00000007422,ENSOMEG00000001271,ENSLOCG00000016430,ENSDARG00000093563,ENSOMEG00000001271,UP,112161610,Oryzias melastigma,THADA armadillo repeat containing(thada),thada
FQA47_013166,483.1437356,-0.345902506,0.174315396,-1.98434856,0.047216996,0.590363566,ENSXMAG00000027644,ENSOMEG00000021527,ENSLOCG00000005633,ENSDARG00000102572,ENSOMEG00000021527,DOWN,112160908,Oryzias melastigma,uncharacterized LOC112160908(si:ch211-260e23.9),si:ch211-260e23.9
FQA47_017089,465.2616315,0.231085292,0.111385576,2.074642875,0.038019645,0.540431075,ENSXMAG00000017077,ENSOMEG00000007086,ENSLOCG00000016477,ENSDARG00000016089,ENSOMEG00000007086,UP,112154000,Oryzias melastigma,BICRA like chromatin remodeling complex associated protein(bicral),bicral
FQA47_017375,389.8777354,-0.414497199,0.194434442,-2.131809542,0.033022507,0.510244788,ENSXMAG00000000971,ENSOMEG00000010878,ENSLOCG00000008302,ENSDARG00000035952,ENSOMEG00000010878,DOWN,112146703,Oryzias melastigma,cerebellar degeneration-related protein 2a(cdr2a),cdr2a
FQA47_018849,381.7258572,-0.598497583,0.244597113,-2.446871003,0.01441024,0.361294599,ENSXMAG00000024770,ENSOMEG00000017760,ENSLOCG00000010617,ENSDARG00000100651,ENSOMEG00000017760,DOWN,112155103,Oryzias melastigma,phosducin-like 3(pdcl3),pdcl3
FQA47_023545,336.564194,-0.889266149,0.298070772,-2.983406064,0.002850595,0.156008654,ENSXMAG00000003391,ENSOMEG00000011812,ENSLOCG00000006294,ENSDARG00000104478,ENSOMEG00000011812,DOWN,112160183,Oryzias melastigma,cyclase associated actin cytoskeleton regulatory protein 2(cap2),cap2
FQA47_019309,401.6972944,-0.561147833,0.148016889,-3.791106797,0.000149977,0.026977146,ENSXMAG00000014089,ENSOMEG00000016785,ENSLOCG00000001712,ENSDARG00000036164,ENSOMEG00000016785,DOWN,112140280,Oryzias melastigma,cysteinyl-tRNA synthetase 1(cars1),cars1
FQA47_019186,446.7087964,-0.489580957,0.171640532,-2.85236215,0.004339563,0.197843558,ENSXMAG00000004761,ENSOMEG00000003690,ENSLOCG00000007763,ENSDARG00000020232,ENSOMEG00000003690,DOWN,112144522,Oryzias melastigma,eukaryotic translation initiation factor 6(eif6),eif6
FQA47_020858,421.6027768,-0.344118797,0.158700178,-2.168357986,0.03013146,0.492047282,ENSXMAG00000017267,ENSOMEG00000010550,ENSLOCG00000008413,ENSDARG00000004866,ENSOMEG00000010550,DOWN,112162455,Oryzias melastigma,MINDY lysine 48 deubiquitinase 1(mindy1),mindy1
FQA47_019399,386.5865119,-0.420501395,0.166267806,-2.529060821,0.011436821,0.323923807,ENSXMAG00000000316,ENSOMEG00000012506,ENSLOCG00000004645,ENSDARG00000074995,ENSOMEG00000012506,DOWN,112147505,Oryzias melastigma,"eukaryotic translation initiation factor 2B, subunit 5 epsilon(eif2b5)",eif2b5
FQA47_013990,424.2634639,-0.407115467,0.203991208,-1.995750066,0.045961134,0.586206453,ENSXMAG00000025137,ENSOMEG00000019996,ENSLOCG00000006566,ENSDARG00000059866,ENSOMEG00000019996,DOWN,112147597,Oryzias melastigma,cactin(cactin),cactin
FQA47_017029,517.3031906,-0.283712518,0.114848882,-2.470311527,0.013499543,0.350518819,ENSXMAG00000002195,ENSOMEG00000005120,ENSLOCG00000015029,ENSDARG00000021466,ENSOMEG00000005120,DOWN,112151722,Oryzias melastigma,iron-responsive element binding protein 2(ireb2),ireb2
FQA47_006095,456.7383687,-0.628675523,0.206451158,-3.045153782,0.002325614,0.13702235,ENSXMAG00000004737,ENSOMEG00000004856,ENSLOCG00000002473,ENSDARG00000021033,ENSOMEG00000004856,DOWN,112136675,Oryzias melastigma,HERPUD family member 2(herpud2),herpud2
FQA47_014600,83.72595226,0.538299552,0.259746234,2.07240561,0.038227631,0.540436004,ENSXMAG00000008082,ENSOMEG00000002744,ENSLOCG00000008887,ENSDARG00000060366,ENSOMEG00000002744,UP,112142407,Oryzias melastigma,solute carrier family 12 member 9(slc12a9),slc12a9
FQA47_025154,460.8495712,-0.384459549,0.115679907,-3.323477339,0.000889026,0.080738529,ENSXMAG00000013498,ENSOMEG00000002609,ENSLOCG00000003846,ENSDARG00000022410,ENSOMEG00000002609,DOWN,112162070,Oryzias melastigma,ribosomal RNA processing 12 homolog(rrp12),rrp12
FQA47_012115,395.3398166,-0.720554442,0.229077071,-3.145467328,0.001658217,0.112264636,ENSXMAG00000006406,ENSOMEG00000013105,ENSLOCG00000015980,ENSDARG00000020101,ENSOMEG00000013105,DOWN,112139814,Oryzias melastigma,"proteasome 26S subunit, ATPase 2(psmc2)",psmc2
FQA47_019166,488.1775332,-0.421178313,0.148943757,-2.827767485,0.004687384,0.206651778,ENSXMAG00000012231,ENSOMEG00000000077,ENSLOCG00000007712,ENSDARG00000068176,ENSOMEG00000000077,DOWN,112145420,Oryzias melastigma,ubiquinol-cytochrome-c reductase complex assembly factor 1(LOC112145420),LOC112145420
